,Product Position,Promotion,Sales Volume,Name,Price,Terms,Section,Season,Material,Origin,revenue
4200,Aisle,True,1107,DOUBLE-BREASTED SLIM FIT SUIT JACKET OLIVE,1107.0,jackets,MAN,Autumn,Polyester,Brazil,1225449.0
4201,End-cap,True,1551,BAGGY FIT JEANS LIMITED EDITION KHAKI,1551.0,jackets,MAN,Summer,Cotton,China,2405601.0
4202,Aisle,True,828,UTILITY ZIPPERED JACKET,828.0,sweaters,WOMAN,Spring,Linen,Morocco,685584.0
4203,End-cap,True,1365,EMBROIDERED SUIT JACKET IN 100% LINEN,1365.0,jackets,MAN,Summer,Cotton,Argentina,1863225.0
4204,Aisle,True,771,CROPPED TEXTURED JACKET OLIVE #3,771.0,jackets,WOMAN,Spring,Cotton,Portugal,594441.0
4205,Aisle,True,1376,STRUCTURED METAL BEAD KNIT SWEATER ECRU,1376.0,jackets,WOMAN,Autumn,Wool Blend,Portugal,1893376.0
4206,Aisle,True,1359,TEXTURED BASIC HEAVYWEIGHT T-SHIRT OLIVE,1359.0,shoes,MAN,Summer,Cotton,Spain,1846881.0
4207,Front of Store,True,1547,RELAXED RAISED TEXT T-SHIRT LIMITED EDITION STONE,1547.0,shoes,MAN,Summer,Linen,Bangladesh,2393209.0
4208,End-cap,True,869,WASHED EFFECT BOMBER JACKET KHAKI,869.0,jackets,WOMAN,Autumn,Wool,Vietnam,755161.0
4209,Aisle,True,870,CROPPED BAGGY BELTED JEANS WHITE,870.0,jackets,WOMAN,Autumn,Wool,Cambodia,756900.0
4210,Aisle,True,1426,STRUCTURED STRAIGHT SUIT JACKET NAVY,1426.0,jackets,WOMAN,Autumn,Wool,Spain,2033476.0
4211,End-cap,True,884,HIGH-WAIST ABSTRACT JACQUARD SWEATER NAVY,884.0,jackets,MAN,Winter,Wool Blend,Vietnam,781456.0
4212,Aisle,True,1345,OVERSIZED FAUX FUR JEWEL SWEATER KHAKI,1345.0,jackets,WOMAN,Autumn,Wool,China,1809025.0
4213,Aisle,True,836,SLIM METAL BEAD KNIT SWEATER OLIVE,836.0,shoes,WOMAN,Spring,Cotton,Turkey,698896.0
4214,Aisle,True,946,SLIM ZIPPERED WOOL BLEND OVERSHIRT NAVY,946.0,jackets,WOMAN,Winter,Wool,Vietnam,894916.0
4215,Aisle,True,1288,RELAXED PADDED CORDUROY OVERSHIRT BROWN,1288.0,jackets,WOMAN,Spring,Cotton,Pakistan,1658944.0
4216,End-cap,True,1536,EMBROIDERED CONTRAST SOLE LEATHER SNEAKERS IVORY,1536.0,t-shirts,WOMAN,Spring,Cotton,Vietnam,2359296.0
4217,End-cap,True,728,CROPPED TEXTURED JACKET,728.0,jackets,MAN,Spring,Polyester,Vietnam,529984.0
4218,End-cap,True,860,TEXTURED PUFFER JACKET WITH POUCH POCKET STONE,860.0,jackets,WOMAN,Autumn,Wool,Morocco,739600.0
4219,Aisle,True,1257,QUILTED ZIPPERED WOOL BLEND OVERSHIRT BURGUNDY,1257.0,jeans,WOMAN,Winter,Wool,Morocco,1580049.0
4220,Aisle,True,1583,TAILORED CONTRASTING PATCHES BOMBER JACKET OLIVE,1583.0,jackets,WOMAN,Summer,Polyester,Brazil,2505889.0
4221,End-cap,True,1508,RIBBED TEXTURED DENIM JACKET LIMITED EDITION BLACK,1508.0,jackets,WOMAN,Spring,Linen Blend,China,2274064.0
4222,End-cap,True,818,TEXTURED GEOMETRIC JACQUARD OVERSHIRT TAUPE,818.0,t-shirts,WOMAN,Autumn,Cotton,Portugal,669124.0
4223,Front of Store,True,1480,QUILTED BRAIDED COLOR BLOCK SWEATER,1480.0,jackets,WOMAN,Autumn,Wool,Turkey,2190400.0
4224,Front of Store,True,858,BELTED HOODED QUILTED JACKET GREY,858.0,jackets,MAN,Spring,Cotton,Bangladesh,736164.0
4225,Front of Store,True,1854,RIBBED TUXEDO JACKET TAUPE,1854.0,jackets,WOMAN,Summer,Linen,Morocco,3437316.0
4226,End-cap,True,817,QUILTED METAL BEAD KNIT SWEATER ECRU,817.0,shoes,WOMAN,Spring,Wool,Bangladesh,667489.0
4227,Aisle,True,753,OVERSIZED FLEECE OVERSHIRT SAND,753.0,jackets,WOMAN,Winter,Denim,Turkey,567009.0
4228,Front of Store,True,798,TEXTURED FOIL KNIT CROP SWEATER BLACK,798.0,jackets,WOMAN,Autumn,Wool Blend,Vietnam,636804.0
4229,End-cap,True,1732,CABLE KNIT METALLIC SWEATER BEIGE,1732.0,jackets,WOMAN,Winter,Wool Blend,Morocco,2999824.0
4230,End-cap,True,746,TAILORED WOOL BLEND KNIT SWEATER WHITE,746.0,jackets,WOMAN,Autumn,Wool,Morocco,556516.0
4231,Aisle,True,1430,GEOMETRIC JACQUARD OVERSHIRT,1430.0,t-shirts,MAN,Winter,Wool,Bangladesh,2044900.0
4232,End-cap,True,1212,RIBBED BOUCLE TEXTURED VEST BEIGE,1212.0,jackets,MAN,Spring,Wool Blend,China,1468944.0
4233,End-cap,True,1381,RIBBED ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER NAVY,1381.0,sweaters,WOMAN,Autumn,Acrylic,China,1907161.0
4234,Aisle,True,745,QUILTED CONTRAST SOLE LEATHER SNEAKERS KHAKI,745.0,jackets,WOMAN,Autumn,Cotton,China,555025.0
4235,Front of Store,True,1333,STRIPED TEXTURED OVERSHIRT BROWN,1333.0,sweaters,WOMAN,Autumn,Viscose,Brazil,1776889.0
4236,Aisle,True,633,TEXTURED MOCK NECK WOOL AND SILK BLEND KNIT TOP ECRU,633.0,jackets,MAN,Winter,Acrylic,Bangladesh,400689.0
4237,End-cap,True,808,BELTED WOOL AND CASHMERE BLEND RIB SWEATER NAVY,808.0,jeans,WOMAN,Autumn,Wool Blend,Spain,652864.0
4238,Front of Store,True,1562,TAILORED MIXED COLLAR WAXED JACKET BURGUNDY,1562.0,jackets,WOMAN,Spring,Polyester,China,2439844.0
4239,End-cap,True,1549,RELAXED 100% FEATHER FILL PUFFER JACKET GREY,1549.0,jackets,WOMAN,Summer,Linen,Portugal,2399401.0
4240,Front of Store,True,958,STRETCH COTTON JACKET,958.0,t-shirts,MAN,Winter,Polyester,Portugal,917764.0
4241,Front of Store,True,1097,RELAXED RIB COLLAR JACKET OLIVE,1097.0,jackets,WOMAN,Winter,Cotton,China,1203409.0
4242,End-cap,True,1392,SATIN CHUNKY SNEAKERS NAVY,1392.0,sweaters,WOMAN,Autumn,Polyester,Brazil,1937664.0
4243,End-cap,True,1615,KNIT MIXED COLLAR JACKET SKY BLUE,1615.0,sweaters,WOMAN,Winter,Wool,India,2608225.0
4244,End-cap,True,822,REGULAR RAISED TEXT T-SHIRT LIMITED EDITION CHARCOAL,822.0,jackets,MAN,Summer,Linen,Cambodia,675684.0
4245,End-cap,True,1432,BELTED SOFT JEWEL SWEATER GREY,1432.0,jackets,WOMAN,Winter,Polyester,Spain,2050624.0
4246,End-cap,True,1021,RIBBED TEXTURED SWEATER KHAKI,1021.0,t-shirts,WOMAN,Winter,Wool,China,1042441.0
4247,End-cap,True,699,ALPACA BLEND OPEN KNIT SWEATER ECRU,699.0,jackets,MAN,Autumn,Wool,India,488601.0
4248,Aisle,True,1493,PLEATED GEOMETRIC JACQUARD OVERSHIRT BLACK,1493.0,jackets,WOMAN,Autumn,Viscose,India,2229049.0
4249,Front of Store,True,1610,REGULAR ADHERENT STRIPES SNEAKERS STONE,1610.0,t-shirts,WOMAN,Summer,Linen,India,2592100.0
4250,Front of Store,True,1120,STRUCTURED FAUX SHEARLING PLAID JACKET WHITE,1120.0,t-shirts,MAN,Autumn,Wool Blend,Morocco,1254400.0
4251,Aisle,True,1402,SLIM CROPPED LEATHER JACKET,1402.0,sweaters,MAN,Summer,Cotton,Bangladesh,1965604.0
4252,End-cap,True,1534,PLEATED SUIT JACKET BROWN,1534.0,jackets,WOMAN,Autumn,Polyester,Pakistan,2353156.0
4253,Front of Store,True,726,REGULAR TEXTURED SWEATER ECRU,726.0,jackets,WOMAN,Winter,Polyester,China,527076.0
4254,End-cap,True,861,CABLE KNIT METALLIC SWEATER,861.0,shoes,WOMAN,Autumn,Wool Blend,Bangladesh,741321.0
4255,End-cap,True,878,TEXTURED SWEATER SKY BLUE,878.0,sweaters,WOMAN,Autumn,Wool Blend,China,770884.0
4256,Front of Store,True,1421,STRUCTURED ABSTRACT PRINT KNIT T-SHIRT WHITE,1421.0,t-shirts,MAN,Summer,Cotton,Spain,2019241.0
4257,Front of Store,True,748,EMBROIDERED COLORBLOCK KNIT CROP SWEATER SKY BLUE,748.0,jackets,MAN,Autumn,Wool,Portugal,559504.0
4258,Aisle,True,1203,LINEN STRIPED CROP KNIT SWEATER GREY,1203.0,jeans,WOMAN,Spring,Cotton,Morocco,1447209.0
4259,Aisle,True,1304,BASIC KNIT SWEATER SKY BLUE,1304.0,t-shirts,WOMAN,Autumn,Wool,China,1700416.0
4260,Aisle,True,955,CROPPED WOOL AND CASHMERE BLEND RIB SWEATER STONE,955.0,jackets,MAN,Winter,Wool Blend,Turkey,912025.0
4261,End-cap,True,1325,SATIN JEWEL KNIT SWEATER CHARCOAL,1325.0,jackets,MAN,Autumn,Wool,Bangladesh,1755625.0
4262,Aisle,True,1113,RELAXED SUEDE PENNY LOAFERS BURGUNDY,1113.0,jackets,MAN,Autumn,Cotton,Bangladesh,1238769.0
4263,End-cap,True,1105,RIBBED STRETCH POCKET OVERSHIRT,1105.0,t-shirts,WOMAN,Winter,Polyester,Cambodia,1221025.0
4264,Aisle,True,1138,SLIM RETRO HIGH TOP SNEAKERS NAVY,1138.0,jackets,MAN,Autumn,Polyester,China,1295044.0
4265,Aisle,True,1004,RELAXED UTILITY POCKET JACKET IVORY,1004.0,jackets,MAN,Winter,Viscose,Brazil,1008016.0
4266,End-cap,True,802,UTILITY TECHNICAL JACKET WITH POCKETS NAVY,802.0,sweaters,MAN,Autumn,Wool Blend,Turkey,643204.0
4267,Front of Store,True,1211,BELTED FAUX LEATHER OVERSIZED JACKET LIMITED EDITION ECRU,1211.0,jackets,MAN,Spring,Wool Blend,India,1466521.0
4268,Front of Store,True,1059,TAILORED KNIT SWEATER WITH PIPING NAVY,1059.0,shoes,WOMAN,Winter,Wool,China,1121481.0
4269,Aisle,True,1353,RELAXED PADDED DENIM JACKET,1353.0,t-shirts,MAN,Autumn,Wool,Turkey,1830609.0
4270,End-cap,True,814,UTILITY POCKET DENIM OVERSHIRT,814.0,jackets,WOMAN,Spring,Linen,Portugal,662596.0
4271,Front of Store,True,1456,SLIM KNIT SWEATER WITH PEARLS BLACK,1456.0,jackets,MAN,Autumn,Wool Blend,China,2119936.0
4272,Front of Store,True,1160,REGULAR STRIPED TEXTURED OVERSHIRT OLIVE,1160.0,sweaters,MAN,Autumn,Polyester,Bangladesh,1345600.0
4273,Front of Store,True,982,ACID WASH DENIM JACKET BEIGE,982.0,jackets,WOMAN,Winter,Denim,Pakistan,964324.0
4274,End-cap,True,1383,PRINTED CROPPED FIT SHIRT LIMITED EDITION STONE,1383.0,shoes,WOMAN,Autumn,Wool Blend,Bangladesh,1912689.0
4275,Aisle,True,1382,CROPPED LEATHER JACKET TAUPE,1382.0,jackets,WOMAN,Autumn,Cotton,China,1909924.0
4276,End-cap,True,1018,OVERSIZED WOOL BLEND FELT TEXTURE JACKET ECRU,1018.0,jackets,WOMAN,Summer,Linen,Bangladesh,1036324.0
4277,End-cap,True,970,CROPPED STRIPED TEXTURED OVERSHIRT BEIGE,970.0,shoes,WOMAN,Spring,Linen,Spain,940900.0
4278,End-cap,True,1349,TAILORED BASIC KNIT SWEATER BLACK,1349.0,jackets,MAN,Winter,Wool Blend,Portugal,1819801.0
4279,Aisle,True,1250,DOUBLE-BREASTED ZIPPERED JACKET TAUPE,1250.0,jackets,MAN,Autumn,Viscose,India,1562500.0
4280,Aisle,True,1213,QUILTED BASIC FOIL KNIT SWEATER WHITE,1213.0,jackets,WOMAN,Autumn,Wool,India,1471369.0
4281,End-cap,True,875,PUFFER JACKET WITH POUCH POCKET SAND,875.0,t-shirts,WOMAN,Winter,Wool,Vietnam,765625.0
4282,End-cap,True,818,STRUCTURED FAUX SUEDE OVERSHIRT WHITE,818.0,jackets,WOMAN,Autumn,Cotton,Turkey,669124.0
4283,End-cap,True,773,SLIM FAUX SUEDE PATCH JACKET SKY BLUE,773.0,t-shirts,MAN,Spring,Cotton,Portugal,597529.0
4284,End-cap,True,1439,BOUCLÉ TEXTURED JACKET ECRU,1439.0,t-shirts,MAN,Autumn,Wool Blend,China,2070721.0
4285,Aisle,True,994,STRAIGHT SUIT JACKET BLACK,994.0,t-shirts,WOMAN,Winter,Wool,Bangladesh,988036.0
4286,Front of Store,True,978,REGULAR ZIPPERED WOOL BLEND OVERSHIRT ECRU,978.0,jackets,WOMAN,Winter,Wool Blend,India,956484.0
4287,Aisle,True,678,STRETCH FAUX SUEDE JACKET BROWN,678.0,jackets,MAN,Autumn,Cotton,Turkey,459684.0
4288,End-cap,True,931,BELTED ACID WASH DENIM JACKET IVORY,931.0,jackets,WOMAN,Spring,Cotton,Brazil,866761.0
4289,End-cap,True,1597,QUILTED SUEDE LACELESS SNEAKERS BURGUNDY,1597.0,jackets,WOMAN,Winter,Polyester,China,2550409.0
4290,Front of Store,True,1425,KNIT COTTON - LINEN BLEND JACKET ECRU,1425.0,jackets,MAN,Spring,Linen,Vietnam,2030625.0
4291,Front of Store,True,846,WOOL BLEND TEXTURED JACKET NAVY,846.0,shoes,WOMAN,Summer,Linen,India,715716.0
4292,Aisle,True,891,BELTED TEXTURED DENIM JACKET LIMITED EDITION STONE,891.0,shoes,WOMAN,Autumn,Denim,China,793881.0
4293,Aisle,True,1601,LINEN STRUCTURED TEXT T-SHIRT,1601.0,jackets,WOMAN,Summer,Linen,Pakistan,2563201.0
4294,Aisle,True,961,BRAIDED COLOR BLOCK SWEATER,961.0,jackets,WOMAN,Winter,Wool Blend,Brazil,923521.0
4295,End-cap,True,848,SATIN STRETCH POCKET OVERSHIRT BROWN,848.0,jackets,WOMAN,Autumn,Polyester,Bangladesh,719104.0
4296,Front of Store,True,803,STRETCH ABSTRACT JACQUARD SWEATER TAUPE,803.0,sweaters,WOMAN,Autumn,Acrylic,Morocco,644809.0
4297,End-cap,True,1279,DOUBLE-BREASTED BOUCLÉ TEXTURED JACKET TAUPE,1279.0,jackets,WOMAN,Spring,Viscose,Brazil,1635841.0
4298,End-cap,True,736,TEXTURED SUEDE PENNY LOAFERS NAVY,736.0,jackets,MAN,Autumn,Polyester,Turkey,541696.0
4299,End-cap,True,1385,RELAXED LONGLINE QUILTED JACKET NAVY,1385.0,jackets,WOMAN,Spring,Linen Blend,Cambodia,1918225.0
4300,Aisle,True,817,CROPPED RIBBED KNIT T-SHIRT WHITE,817.0,jackets,WOMAN,Spring,Cotton,India,667489.0
4301,End-cap,True,757,OVERSIZED COTTON BLEND BOMBER JACKET WHITE,757.0,jackets,WOMAN,Autumn,Cotton,Bangladesh,573049.0
4302,Front of Store,True,998,SATIN CROPPED TEXTURED JACKET,998.0,sweaters,WOMAN,Winter,Polyester,China,996004.0
4303,End-cap,True,890,PLEATED FAUX LEATHER BOXY FIT JACKET BEIGE,890.0,sweaters,MAN,Autumn,Viscose,Portugal,792100.0
4304,Front of Store,True,1388,QUILTED TEXTURED POCKET JACKET BURGUNDY,1388.0,jackets,WOMAN,Spring,Denim,Bangladesh,1926544.0
4305,Aisle,True,793,OVERSIZED TECHNICAL PADDED JACKET SKY BLUE,793.0,t-shirts,WOMAN,Autumn,Cotton,Brazil,628849.0
4306,End-cap,True,1439,REGULAR TECHNICAL JACKET WITH POCKETS ECRU,1439.0,sweaters,WOMAN,Autumn,Viscose,Bangladesh,2070721.0
4307,Aisle,True,786,REGULAR TUXEDO JACKET BURGUNDY,786.0,shoes,WOMAN,Autumn,Cotton,Cambodia,617796.0
4308,Front of Store,True,1390,STRUCTURED POCKET PUFFER JACKET,1390.0,jackets,WOMAN,Winter,Wool Blend,India,1932100.0
4309,Front of Store,True,1714,HIGH-WAIST COLORBLOCK KNIT CROP SWEATER BEIGE,1714.0,jackets,WOMAN,Winter,Wool Blend,China,2937796.0
4310,End-cap,True,846,SATIN ADHERENT STRIPES SNEAKERS CHARCOAL,846.0,sweaters,WOMAN,Winter,Satin,China,715716.0
4311,Front of Store,True,879,RELAXED SUEDE LACELESS SNEAKERS BURGUNDY,879.0,t-shirts,WOMAN,Summer,Viscose,Pakistan,772641.0
4312,End-cap,True,1220,REGULAR POCKET OVERSHIRT BEIGE,1220.0,t-shirts,MAN,Winter,Wool Blend,Turkey,1488400.0
4313,Front of Store,True,884,MULTICOLOR SNEAKERS TAUPE,884.0,sweaters,WOMAN,Autumn,Wool,Vietnam,781456.0
4314,End-cap,True,753,HIGH-WAIST BOMBER JACKET ECRU,753.0,jackets,WOMAN,Spring,Polyester,Turkey,567009.0
4315,Front of Store,True,1476,OVERSIZED CHUNKY SNEAKERS KHAKI,1476.0,jackets,WOMAN,Summer,Linen Blend,Brazil,2178576.0
4316,End-cap,True,1450,PATCH BOMBER JACKET WHITE,1450.0,jackets,WOMAN,Spring,Polyester,India,2102500.0
4317,Front of Store,True,942,EMBROIDERED FOIL KNIT CROP SWEATER OLIVE,942.0,jackets,WOMAN,Winter,Wool,Portugal,887364.0
4318,Aisle,True,963,POCKET OVERSHIRT SAND,963.0,shoes,WOMAN,Spring,Linen Blend,Portugal,927369.0
4319,Front of Store,True,1049,REGULAR KNIT SWEATER WITH PEARLS WHITE,1049.0,jackets,WOMAN,Winter,Polyester,Pakistan,1100401.0
4320,Aisle,True,914,RELAXED SUEDE FISHERMAN SANDALS BEIGE,914.0,t-shirts,MAN,Summer,Cotton,Bangladesh,835396.0
4321,Front of Store,True,820,ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER OLIVE,820.0,jackets,MAN,Winter,Wool Blend,Bangladesh,672400.0
4322,Front of Store,True,1274,MULTIPIECE SNEAKERS SKY BLUE,1274.0,jackets,MAN,Autumn,Viscose,Bangladesh,1623076.0
4323,Aisle,True,861,KNIT SWEATER WITH PEARLS,861.0,jackets,WOMAN,Autumn,Wool Blend,Bangladesh,741321.0
4324,Aisle,True,1652,STRUCTURED PRINTED CROPPED FIT SHIRT LIMITED EDITION ECRU,1652.0,jackets,WOMAN,Summer,Linen Blend,Turkey,2729104.0
4325,Front of Store,True,1545,TEXTURED WOOL BLEND SUIT JACKET BEIGE,1545.0,t-shirts,WOMAN,Autumn,Wool,Bangladesh,2387025.0
4326,Aisle,True,792,HIGH-WAIST ABSTRACT PRINT KNIT T-SHIRT SAND,792.0,jackets,MAN,Spring,Linen,Turkey,627264.0
4327,Aisle,True,1075,UTILITY WOOL AND CASHMERE BLEND RIB SWEATER OLIVE,1075.0,jackets,WOMAN,Winter,Wool,China,1155625.0
4328,End-cap,True,1187,STRETCH PLEATED WIDE FIT JEANS BROWN,1187.0,jackets,MAN,Spring,Linen,Vietnam,1408969.0
4329,Aisle,True,870,HIGH-WAIST TEXTURED JACKET,870.0,jackets,WOMAN,Spring,Polyester,Pakistan,756900.0
4330,Front of Store,True,1374,KNIT BAGGY BELTED JEANS IVORY,1374.0,shoes,WOMAN,Winter,Wool,Bangladesh,1887876.0
4331,Front of Store,True,1462,UTILITY RAISED TEXT T-SHIRT LIMITED EDITION,1462.0,jackets,WOMAN,Spring,Linen Blend,China,2137444.0
4332,Aisle,True,1416,OVERSIZED WOOL BLEND TEXTURED JACKET STONE,1416.0,shoes,MAN,Winter,Wool,Vietnam,2005056.0
4333,End-cap,True,1035,BELTED PADDED DENIM JACKET BROWN,1035.0,shoes,WOMAN,Winter,Wool Blend,Brazil,1071225.0
4334,Aisle,True,1156,SLIM FIT SUIT JACKET ECRU,1156.0,sweaters,MAN,Winter,Polyester,Bangladesh,1336336.0
4335,Aisle,True,1325,EMBROIDERED FAUX SUEDE JACKET BURGUNDY,1325.0,shoes,WOMAN,Autumn,Polyester,Morocco,1755625.0
4336,Front of Store,True,1091,WOVEN LEATHER SLIDES,1091.0,sweaters,WOMAN,Winter,Wool,Brazil,1190281.0
4337,Aisle,True,708,ZIPPER MULTIPIECE SNEAKERS SKY BLUE,708.0,sweaters,MAN,Autumn,Viscose,Morocco,501264.0
4338,Aisle,True,1471,UTILITY WOVEN LEATHER SLIDES SKY BLUE,1471.0,jackets,WOMAN,Spring,Cotton,Bangladesh,2163841.0
4339,End-cap,True,1287,LINEN MOCK NECK WOOL AND SILK BLEND KNIT TOP CHARCOAL,1287.0,jackets,WOMAN,Spring,Linen,Portugal,1656369.0
4340,End-cap,True,851,TEXTURED SLIM FIT SUIT JACKET SKY BLUE,851.0,t-shirts,WOMAN,Spring,Cotton,Turkey,724201.0
4341,End-cap,True,927,UTILITY WOOL AND CASHMERE BLEND RIB SWEATER GREY,927.0,t-shirts,MAN,Winter,Wool Blend,Portugal,859329.0
4342,Front of Store,True,1072,BELTED TECHNICAL JACKET WITH POCKETS KHAKI,1072.0,jackets,WOMAN,Winter,Wool,Vietnam,1149184.0
4343,Front of Store,True,798,EMBROIDERED STRETCH SUIT JACKET BURGUNDY,798.0,shoes,WOMAN,Autumn,Polyester,India,636804.0
4344,Front of Store,True,1210,RIBBED ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER,1210.0,jackets,WOMAN,Autumn,Wool Blend,Bangladesh,1464100.0
4345,Aisle,True,855,QUILTED TOPSTITCH SNEAKERS KHAKI,855.0,jackets,WOMAN,Autumn,Wool,China,731025.0
4346,Aisle,True,1217,CROPPED TECHNICAL OVERSHIRT BROWN,1217.0,sweaters,MAN,Winter,Wool,Pakistan,1481089.0
4347,Aisle,True,1438,ASYMMETRIC CROPPED KNIT SWEATER ECRU,1438.0,jackets,WOMAN,Autumn,Wool,China,2067844.0
4348,End-cap,True,1076,FAUX FUR JEWEL SWEATER TAUPE,1076.0,jackets,MAN,Winter,Wool Blend,India,1157776.0
4349,Aisle,True,1537,FAUX LEATHER BOMBER JACKET OLIVE,1537.0,jackets,WOMAN,Spring,Polyester,Spain,2362369.0
4350,Front of Store,True,1490,EMBROIDERED WOOL BLEND JACKET GREY,1490.0,jackets,WOMAN,Autumn,Wool Blend,China,2220100.0
4351,End-cap,True,867,SLIM BOUCLE TEXTURED VEST SKY BLUE,867.0,jackets,WOMAN,Autumn,Cotton,Bangladesh,751689.0
4352,Aisle,True,1820,UTILITY HIKING BOOTS BURGUNDY,1820.0,shoes,WOMAN,Summer,Viscose,Morocco,3312400.0
4353,End-cap,True,816,QUILTED STRUCTURED OVERSHIRT BEIGE,816.0,sweaters,MAN,Autumn,Polyester,Vietnam,665856.0
4354,End-cap,True,1517,PLEATED CABLE KNIT METALLIC SWEATER WHITE,1517.0,sweaters,MAN,Summer,Linen Blend,Portugal,2301289.0
4355,Front of Store,True,1292,CROPPED LEATHER JACKET TAUPE,1292.0,sweaters,WOMAN,Spring,Wool Blend,India,1669264.0
4356,Front of Store,True,839,OVERSIZED CROPPED JACKET LIMITED EDITION,839.0,jackets,WOMAN,Spring,Denim,Pakistan,703921.0
4357,Front of Store,True,1476,KNIT CONTRAST JACQUARD JACKET SAND,1476.0,jackets,WOMAN,Autumn,Wool Blend,Vietnam,2178576.0
4358,Front of Store,True,1373,TEXTURED SLIM FIT SUIT JACKET WHITE,1373.0,t-shirts,WOMAN,Autumn,Wool,Bangladesh,1885129.0
4359,End-cap,True,786,CASHMERE BLEND KNIT SWEATER SKY BLUE,786.0,t-shirts,WOMAN,Autumn,Wool,China,617796.0
4360,Aisle,True,1439,BELTED COLOR BLOCK PUFFER JACKET ECRU,1439.0,jackets,WOMAN,Winter,Wool,Turkey,2070721.0
4361,Front of Store,True,949,ADHERENT STRIPES SNEAKERS TAUPE,949.0,jackets,WOMAN,Winter,Wool,Morocco,900601.0
4362,Aisle,True,1709,DOUBLE-BREASTED KNIT SWEATER WITH BUTTONS WHITE,1709.0,shoes,WOMAN,Winter,Wool Blend,Turkey,2920681.0
4363,End-cap,True,1247,REGULAR TECHNICAL OVERSHIRT,1247.0,jeans,MAN,Autumn,Polyester,Bangladesh,1555009.0
4364,Aisle,True,946,TEXTURED FAUX LEATHER BOMBER JACKET SKY BLUE,946.0,jackets,WOMAN,Autumn,Polyester,Spain,894916.0
4365,Aisle,True,920,TAILORED 100% WOOL SUIT JACKET BLACK,920.0,jackets,WOMAN,Autumn,Polyester,China,846400.0
4366,Front of Store,True,1408,QUILTED KNIT V-NECK SWEATER OLIVE,1408.0,sweaters,WOMAN,Winter,Wool,China,1982464.0
4367,Aisle,True,781,OVERSIZED WOOL BLEND SUIT JACKET SAND,781.0,jackets,WOMAN,Autumn,Acrylic,Morocco,609961.0
4368,Aisle,True,980,100% LINEN OVERSHIRT IVORY,980.0,jackets,WOMAN,Summer,Cotton,Cambodia,960400.0
4369,Front of Store,True,1278,TEXTURED SWEATER CHARCOAL,1278.0,jackets,MAN,Autumn,Wool,Morocco,1633284.0
4370,Front of Store,True,1613,BELTED SUEDE PENNY LOAFERS,1613.0,jackets,WOMAN,Winter,Polyester,China,2601769.0
4371,Aisle,True,1075,UTILITY TECHNICAL JACKET WITH POCKETS BURGUNDY,1075.0,jackets,WOMAN,Winter,Viscose,China,1155625.0
4372,End-cap,True,932,EMBROIDERED FAUX SUEDE PATCH JACKET IVORY,932.0,shoes,WOMAN,Autumn,Polyester,Spain,868624.0
4373,Aisle,True,1431,OVERSIZED KNIT SWEATER WITH RIPS SAND,1431.0,jackets,WOMAN,Winter,Wool Blend,Pakistan,2047761.0
4374,Aisle,True,760,BELTED MOCK NECK WOOL AND SILK BLEND KNIT TOP SKY BLUE,760.0,sweaters,WOMAN,Autumn,Wool,Cambodia,577600.0
4375,Aisle,True,1306,SLIM SUEDE LACELESS SNEAKERS BEIGE,1306.0,jackets,MAN,Spring,Wool Blend,Vietnam,1705636.0
4376,Aisle,True,629,SATIN FAUX LEATHER PUFFER JACKET SAND,629.0,t-shirts,MAN,Winter,Polyester,Cambodia,395641.0
4377,Aisle,True,795,SATIN KNIT SWEATER WITH PIPING BEIGE,795.0,shoes,MAN,Autumn,Wool,China,632025.0
4378,Front of Store,True,1007,EMBROIDERED PATCH JACKET ECRU,1007.0,jackets,WOMAN,Spring,Cotton,China,1014049.0
4379,End-cap,True,1354,DOUBLE FACED JACKET TAUPE,1354.0,t-shirts,WOMAN,Autumn,Wool Blend,China,1833316.0
4380,Front of Store,True,858,UTILITY RETRO HIGH TOP SNEAKERS BLACK,858.0,jackets,MAN,Spring,Linen,Brazil,736164.0
4381,End-cap,True,1451,SATIN KNIT SWEATER WITH PIPING,1451.0,t-shirts,WOMAN,Winter,Wool,Brazil,2105401.0
4382,Aisle,True,919,ZIPPER MULTIPIECE SNEAKERS BROWN,919.0,t-shirts,MAN,Winter,Viscose,Turkey,844561.0
4383,Front of Store,True,835,SLIM WASHED EFFECT BOMBER JACKET,835.0,sweaters,WOMAN,Autumn,Wool Blend,India,697225.0
4384,End-cap,True,1384,STRUCTURED LEATHER JACKET GREY,1384.0,sweaters,WOMAN,Spring,Denim,Bangladesh,1915456.0
4385,Aisle,True,854,RELAXED 100% LINEN OVERSHIRT STONE,854.0,jackets,WOMAN,Spring,Cotton,Bangladesh,729316.0
4386,Aisle,True,853,LINEN 100% FEATHER FILL PUFFER JACKET,853.0,jeans,MAN,Summer,Linen Blend,China,727609.0
4387,Aisle,True,1388,SATIN STRIPED KNIT SWEATER NAVY,1388.0,jackets,WOMAN,Autumn,Wool,China,1926544.0
4388,End-cap,True,1626,PADDED DENIM JACKET,1626.0,t-shirts,WOMAN,Winter,Denim,India,2643876.0
4389,End-cap,True,1378,TEXTURED OVERSIZE FIT T-SHIRT SAND,1378.0,jackets,WOMAN,Spring,Cotton,Turkey,1898884.0
